"Time","recv wlxc83a35ac045d"
2024-10-19 12:07:00,20.4 Mb/s
2024-10-19 12:07:30,20.6 Mb/s
2024-10-19 12:08:00,23.7 kb/s
2024-10-19 12:08:30,77.1 Mb/s
2024-10-19 12:09:00,112 Mb/s
2024-10-19 12:09:30,97.3 Mb/s
2024-10-19 12:10:00,54.8 Mb/s
2024-10-19 12:10:30,56.6 Mb/s
2024-10-19 12:11:00,54.1 Mb/s
2024-10-19 12:11:30,23.8 kb/s
2024-10-19 12:12:00,24.7 kb/s
2024-10-19 12:12:30,18.6 kb/s
2024-10-19 12:13:00,23.6 kb/s
2024-10-19 12:13:30,68.5 Mb/s
2024-10-19 12:14:00,69.5 Mb/s
2024-10-19 12:14:30,81.8 Mb/s
2024-10-19 12:15:00,93.6 Mb/s
2024-10-19 12:15:30,88.4 Mb/s
2024-10-19 12:16:00,24.0 kb/s
2024-10-19 12:16:30,101 Mb/s
2024-10-19 12:17:00,380 kb/s
2024-10-19 12:17:30,380 kb/s
2024-10-19 12:18:00,105 Mb/s
2024-10-19 12:18:30,104 Mb/s
2024-10-19 12:19:00,313 kb/s
2024-10-19 12:19:30,47.2 Mb/s
2024-10-19 12:20:00,95.5 Mb/s
2024-10-19 12:20:30,84.3 Mb/s
2024-10-19 12:21:00,21.8 Mb/s
2024-10-19 12:21:30,107 Mb/s
2024-10-19 12:22:00,95.1 Mb/s
2024-10-19 12:22:30,85.5 Mb/s
2024-10-19 12:23:00,26.7 kb/s
2024-10-19 12:23:30,24.7 kb/s
2024-10-19 12:24:00,639 kb/s
2024-10-19 12:24:30,15.5 Mb/s
2024-10-19 12:25:00,14.9 Mb/s
2024-10-19 12:25:30,14.3 Mb/s
2024-10-19 12:26:00,14.4 Mb/s
2024-10-19 12:26:30,14.2 Mb/s
2024-10-19 12:27:00,61.2 Mb/s
2024-10-19 12:27:30,15.2 Mb/s
2024-10-19 12:28:00,176 kb/s
2024-10-19 12:28:30,7.22 Mb/s
2024-10-19 12:29:00,11.5 Mb/s
2024-10-19 12:29:30,19.5 Mb/s
2024-10-19 12:30:00,69.7 Mb/s
2024-10-19 12:30:30,51.2 Mb/s
2024-10-19 12:31:00,43.7 Mb/s
2024-10-19 12:31:30,3.65 Mb/s
2024-10-19 12:32:00,93.1 Mb/s
2024-10-19 12:32:30,3.17 Mb/s
2024-10-19 12:33:00,47.8 Mb/s
2024-10-19 12:33:30,49.7 Mb/s
2024-10-19 12:34:00,49.0 Mb/s
2024-10-19 12:34:30,48.6 Mb/s
2024-10-19 12:35:00,65.9 Mb/s
2024-10-19 12:35:30,65.2 Mb/s
2024-10-19 12:36:00,457 kb/s
2024-10-19 12:36:30,25.1 kb/s
2024-10-19 12:37:00,10.1 kb/s
2024-10-19 12:37:30,23.1 kb/s
2024-10-19 12:38:00,10.1 kb/s
2024-10-19 12:38:30,75.5 Mb/s
2024-10-19 12:39:00,206 kb/s
2024-10-19 12:39:30,68.1 Mb/s
2024-10-19 12:40:00,65.2 Mb/s
2024-10-19 12:40:30,147 Mb/s
2024-10-19 12:41:00,81.7 Mb/s
2024-10-19 12:41:30,47.5 Mb/s
2024-10-19 12:42:00,11.3 kb/s
2024-10-19 12:42:30,2.04 Mb/s
2024-10-19 12:43:00,8.46 kb/s
2024-10-19 12:43:30,8.46 kb/s
2024-10-19 12:44:00,10.1 kb/s
2024-10-19 12:44:30,53.2 Mb/s
2024-10-19 12:45:00,56.5 Mb/s
2024-10-19 12:45:30,116 Mb/s
2024-10-19 12:46:00,134 Mb/s
2024-10-19 12:46:30,59.9 Mb/s
2024-10-19 12:47:00,57.8 Mb/s
2024-10-19 12:47:30,73.4 Mb/s
2024-10-19 12:48:00,70.7 Mb/s
2024-10-19 12:48:30,68.4 Mb/s
2024-10-19 12:49:00,61.9 Mb/s
2024-10-19 12:49:30,68.9 Mb/s
2024-10-19 12:50:00,165 Mb/s
2024-10-19 12:50:30,77.3 Mb/s
2024-10-19 12:51:00,23.9 Mb/s
2024-10-19 12:51:30,17.6 Mb/s
2024-10-19 12:52:00,22.2 Mb/s
2024-10-19 12:52:30,25.6 Mb/s
2024-10-19 12:53:00,25.8 Mb/s
2024-10-19 12:53:30,65.3 Mb/s
2024-10-19 12:54:00,74.1 Mb/s
2024-10-19 12:54:30,5.12 Mb/s
2024-10-19 12:55:00,4.58 Mb/s
2024-10-19 12:55:30,99.9 Mb/s
2024-10-19 12:56:00,107 Mb/s
2024-10-19 12:56:30,68.6 Mb/s
2024-10-19 12:57:00,7.64 kb/s
2024-10-19 12:57:30,478 kb/s
2024-10-19 12:58:00,80.9 Mb/s
2024-10-19 12:58:30,79.2 Mb/s
2024-10-19 12:59:00,89.7 Mb/s
2024-10-19 12:59:30,78.4 Mb/s
2024-10-19 13:00:00,223 kb/s
2024-10-19 13:00:30,29.2 Mb/s
2024-10-19 13:01:00,28.4 Mb/s
2024-10-19 13:01:30,28.3 Mb/s
2024-10-19 13:02:00,149 Mb/s
2024-10-19 13:02:30,133 Mb/s
2024-10-19 13:03:00,85.1 Mb/s
2024-10-19 13:03:30,90.2 Mb/s
2024-10-19 13:04:00,175 kb/s
2024-10-19 13:04:30,8.46 kb/s
2024-10-19 13:05:00,10.5 Mb/s
2024-10-19 13:05:30,10.5 Mb/s
2024-10-19 13:06:00,95.1 Mb/s
2024-10-19 13:06:30,9.14 kb/s
2024-10-19 13:07:00,434 kb/s
2024-10-19 13:07:30,376 kb/s
2024-10-19 13:08:00,309 kb/s
2024-10-19 13:08:30,2.41 Mb/s
2024-10-19 13:09:00,2.29 Mb/s
2024-10-19 13:09:30,81.1 Mb/s
2024-10-19 13:10:00,87.0 Mb/s
2024-10-19 13:10:30,41.5 Mb/s
2024-10-19 13:11:00,41.1 Mb/s
2024-10-19 13:11:30,41.1 Mb/s
2024-10-19 13:12:00,73.9 kb/s
2024-10-19 13:12:30,120 kb/s
2024-10-19 13:13:00,140 kb/s
2024-10-19 13:13:30,523 kb/s
2024-10-19 13:14:00,9.14 kb/s
2024-10-19 13:14:30,50.6 Mb/s
2024-10-19 13:15:00,9.97 kb/s
2024-10-19 13:15:30,449 kb/s
2024-10-19 13:16:00,819 kb/s
2024-10-19 13:16:30,55.4 Mb/s
2024-10-19 13:17:00,83.3 Mb/s
2024-10-19 13:17:30,61.7 Mb/s
2024-10-19 13:18:00,62.6 Mb/s
2024-10-19 13:18:30,11.1 Mb/s
2024-10-19 13:19:00,11.3 Mb/s
2024-10-19 13:19:30,94.1 Mb/s
2024-10-19 13:20:00,146 Mb/s
2024-10-19 13:20:30,67.3 Mb/s
2024-10-19 13:21:00,138 Mb/s
2024-10-19 13:21:30,126 Mb/s
2024-10-19 13:22:00,93.3 Mb/s
2024-10-19 13:22:30,63.4 Mb/s
2024-10-19 13:23:00,63.4 Mb/s
2024-10-19 13:23:30,12.7 Mb/s
2024-10-19 13:24:00,10.9 kb/s
2024-10-19 13:24:30,9.14 kb/s
2024-10-19 13:25:00,9.95 kb/s
2024-10-19 13:25:30,29.5 Mb/s
2024-10-19 13:26:00,29.4 Mb/s
2024-10-19 13:26:30,16.5 Mb/s
2024-10-19 13:27:00,49.7 Mb/s
2024-10-19 13:27:30,10.8 kb/s
2024-10-19 13:28:00,63.5 Mb/s
2024-10-19 13:28:30,61.6 Mb/s
2024-10-19 13:29:00,58.8 Mb/s
2024-10-19 13:29:30,9.95 kb/s
2024-10-19 13:30:00,58.8 Mb/s
2024-10-19 13:30:30,95.9 Mb/s
2024-10-19 13:31:00,81.3 Mb/s
2024-10-19 13:31:30,67.0 Mb/s
2024-10-19 13:32:00,69.3 Mb/s
2024-10-19 13:32:30,69.9 Mb/s
2024-10-19 13:33:00,48.7 Mb/s
2024-10-19 13:33:30,57.7 Mb/s
2024-10-19 13:34:00,139 Mb/s
2024-10-19 13:34:30,39.9 Mb/s
2024-10-19 13:35:00,9.15 kb/s
2024-10-19 13:35:30,222 kb/s
2024-10-19 13:36:00,207 kb/s
2024-10-19 13:36:30,64.2 Mb/s
2024-10-19 13:37:00,59.7 Mb/s
2024-10-19 13:37:30,9.14 kb/s
2024-10-19 13:38:00,44.3 Mb/s
2024-10-19 13:38:30,115 kb/s
2024-10-19 13:39:00,116 kb/s
2024-10-19 13:39:30,9.96 kb/s
2024-10-19 13:40:00,9.97 kb/s
2024-10-19 13:40:30,44.2 Mb/s
2024-10-19 13:41:00,77.2 Mb/s
2024-10-19 13:41:30,514 kb/s
2024-10-19 13:42:00,33.2 Mb/s
2024-10-19 13:42:30,778 kb/s
2024-10-19 13:43:00,800 kb/s
2024-10-19 13:43:30,907 kb/s
2024-10-19 13:44:00,15.7 kb/s
2024-10-19 13:44:30,10.8 kb/s
2024-10-19 13:45:00,10.8 kb/s
2024-10-19 13:45:30,11.7 kb/s
2024-10-19 13:46:00,72.3 Mb/s
2024-10-19 13:46:30,366 kb/s
2024-10-19 13:47:00,86.3 Mb/s
2024-10-19 13:47:30,66.2 Mb/s
2024-10-19 13:48:00,123 Mb/s
2024-10-19 13:48:30,52.1 Mb/s
2024-10-19 13:49:00,85.1 Mb/s
2024-10-19 13:49:30,906 kb/s
2024-10-19 13:50:00,821 kb/s
2024-10-19 13:50:30,925 kb/s
2024-10-19 13:51:00,17.7 Mb/s
2024-10-19 13:51:30,11.0 kb/s
2024-10-19 13:52:00,4.32 Mb/s
2024-10-19 13:52:30,4.19 Mb/s
2024-10-19 13:53:00,16.0 Mb/s
2024-10-19 13:53:30,94.3 kb/s
2024-10-19 13:54:00,137 kb/s
2024-10-19 13:54:30,230 kb/s
2024-10-19 13:55:00,9.26 kb/s
2024-10-19 13:55:30,8.46 kb/s
2024-10-19 13:56:00,982 kb/s
2024-10-19 13:56:30,933 kb/s
2024-10-19 13:57:00,7.94 Mb/s
2024-10-19 13:57:30,22.4 Mb/s
2024-10-19 13:58:00,22.6 Mb/s
2024-10-19 13:58:30,15.3 Mb/s
2024-10-19 13:59:00,25.2 Mb/s
2024-10-19 13:59:30,25.2 Mb/s
2024-10-19 14:00:00,72.3 Mb/s
2024-10-19 14:00:30,75.3 Mb/s
2024-10-19 14:01:00,73.7 Mb/s
2024-10-19 14:01:30,92.8 Mb/s
2024-10-19 14:02:00,22.0 Mb/s
2024-10-19 14:02:30,122 Mb/s
2024-10-19 14:03:00,96.1 Mb/s
2024-10-19 14:03:30,422 kb/s
2024-10-19 14:04:00,564 kb/s
2024-10-19 14:04:30,559 kb/s
2024-10-19 14:05:00,37.3 Mb/s
2024-10-19 14:05:30,633 kb/s
2024-10-19 14:06:00,43.8 Mb/s
2024-10-19 14:06:30,42.0 Mb/s
2024-10-19 14:07:00,42.1 Mb/s
2024-10-19 14:07:30,42.4 Mb/s
2024-10-19 14:08:00,520 kb/s
2024-10-19 14:08:30,389 kb/s
2024-10-19 14:09:00,23.9 kb/s
2024-10-19 14:09:30,47.8 Mb/s
2024-10-19 14:10:00,53.1 Mb/s
2024-10-19 14:10:30,3.26 Mb/s
2024-10-19 14:11:00,23.8 Mb/s
2024-10-19 14:11:30,22.2 kb/s
2024-10-19 14:12:00,23.1 kb/s
2024-10-19 14:12:30,23.9 kb/s
2024-10-19 14:13:00,25.6 kb/s
2024-10-19 14:13:30,23.9 kb/s
2024-10-19 14:14:00,23.1 kb/s
2024-10-19 14:14:30,24.8 kb/s
2024-10-19 14:15:00,270 kb/s
2024-10-19 14:15:30,15.1 Mb/s
2024-10-19 14:16:00,23.1 kb/s
2024-10-19 14:16:30,22.3 kb/s
2024-10-19 14:17:00,24.7 kb/s
2024-10-19 14:17:30,24.7 kb/s
2024-10-19 14:18:00,329 kb/s
2024-10-19 14:18:30,23.1 kb/s
2024-10-19 14:19:00,67.2 Mb/s
2024-10-19 14:19:30,65.0 Mb/s
2024-10-19 14:20:00,67.1 Mb/s
2024-10-19 14:20:30,66.2 Mb/s
2024-10-19 14:21:00,164 kb/s
2024-10-19 14:21:30,51.3 Mb/s
2024-10-19 14:22:00,23.1 Mb/s
2024-10-19 14:22:30,23.9 kb/s
2024-10-19 14:23:00,221 kb/s
2024-10-19 14:23:30,92.0 Mb/s
2024-10-19 14:24:00,93.9 Mb/s
2024-10-19 14:24:30,136 Mb/s
2024-10-19 14:25:00,58.6 Mb/s
2024-10-19 14:25:30,57.0 Mb/s
2024-10-19 14:26:00,278 kb/s
2024-10-19 14:26:30,357 kb/s
2024-10-19 14:27:00,46.9 Mb/s
2024-10-19 14:27:30,47.4 Mb/s
2024-10-19 14:28:00,46.0 Mb/s
2024-10-19 14:28:30,48.7 Mb/s
2024-10-19 14:29:00,19.3 Mb/s
2024-10-19 14:29:30,18.3 Mb/s
2024-10-19 14:30:00,18.3 Mb/s
2024-10-19 14:30:30,17.6 Mb/s
2024-10-19 14:31:00,82.0 Mb/s
2024-10-19 14:31:30,77.8 Mb/s
2024-10-19 14:32:00,59.4 Mb/s
2024-10-19 14:32:30,27.6 Mb/s
2024-10-19 14:33:00,29.8 Mb/s
2024-10-19 14:33:30,139 kb/s
2024-10-19 14:34:00,9.27 kb/s
2024-10-19 14:34:30,11.2 kb/s
2024-10-19 14:35:00,9.97 kb/s
2024-10-19 14:35:30,8.46 kb/s
2024-10-19 14:36:00,424 kb/s
2024-10-19 14:36:30,121 kb/s
2024-10-19 14:37:00,10.9 kb/s
2024-10-19 14:37:30,12.0 kb/s
2024-10-19 14:38:00,11.1 kb/s
2024-10-19 14:38:30,11.4 Mb/s
2024-10-19 14:39:00,9.96 kb/s
2024-10-19 14:39:30,84.8 Mb/s
2024-10-19 14:40:00,113 Mb/s
2024-10-19 14:40:30,23.5 Mb/s
2024-10-19 14:41:00,12.6 Mb/s
2024-10-19 14:41:30,3.29 Mb/s
2024-10-19 14:42:00,3.28 Mb/s
2024-10-19 14:42:30,38.1 Mb/s
2024-10-19 14:43:00,38.8 Mb/s
2024-10-19 14:43:30,59.5 Mb/s
2024-10-19 14:44:00,22.3 Mb/s
2024-10-19 14:44:30,5.06 kb/s
2024-10-19 14:45:00,44.8 Mb/s
2024-10-19 14:45:30,42.7 Mb/s
2024-10-19 14:46:00,97.3 Mb/s
2024-10-19 14:46:30,123 Mb/s
2024-10-19 14:47:00,89.8 Mb/s
2024-10-19 14:47:30,477 kb/s
2024-10-19 14:48:00,495 kb/s
2024-10-19 14:48:30,11.9 kb/s
2024-10-19 14:49:00,250 kb/s
2024-10-19 14:49:30,9.14 kb/s
2024-10-19 14:50:00,22.8 kb/s
2024-10-19 14:50:30,14.1 kb/s
2024-10-19 14:51:00,29.2 Mb/s
2024-10-19 14:51:30,93.5 Mb/s
2024-10-19 14:52:00,89.2 Mb/s
2024-10-19 14:52:30,29.7 Mb/s
2024-10-19 14:53:00,29.8 Mb/s
2024-10-19 14:53:30,66.9 Mb/s
2024-10-19 14:54:00,61.8 Mb/s
2024-10-19 14:54:30,64.0 Mb/s
2024-10-19 14:55:00,80.1 Mb/s
2024-10-19 14:55:30,11.9 kb/s
2024-10-19 14:56:00,24.5 kb/s
2024-10-19 14:56:30,25.5 kb/s
2024-10-19 14:57:00,9.91 kb/s
2024-10-19 14:57:30,48.5 Mb/s
2024-10-19 14:58:00,48.4 Mb/s
2024-10-19 14:58:30,84.1 Mb/s
2024-10-19 14:59:00,102 Mb/s
2024-10-19 14:59:30,26.3 kb/s
2024-10-19 15:00:00,34.9 Mb/s
2024-10-19 15:00:30,314 kb/s
2024-10-19 15:01:00,109 Mb/s
2024-10-19 15:01:30,51.7 Mb/s
2024-10-19 15:02:00,75.7 Mb/s
2024-10-19 15:02:30,527 kb/s
2024-10-19 15:03:00,348 kb/s
2024-10-19 15:03:30,23.6 kb/s
2024-10-19 15:04:00,23.5 kb/s
2024-10-19 15:04:30,25.4 kb/s
2024-10-19 15:05:00,57.5 Mb/s
2024-10-19 15:05:30,25.4 kb/s
2024-10-19 15:06:00,26.6 Mb/s
2024-10-19 15:06:30,63.3 Mb/s
2024-10-19 15:07:00,80.8 Mb/s
2024-10-19 15:07:30,82.4 Mb/s
2024-10-19 15:08:00,23.0 kb/s
2024-10-19 15:08:30,67.5 kb/s
2024-10-19 15:09:00,40.0 Mb/s
2024-10-19 15:09:30,41.2 Mb/s
2024-10-19 15:10:00,40.1 Mb/s
2024-10-19 15:10:30,42.9 Mb/s
2024-10-19 15:11:00,16.5 kb/s
2024-10-19 15:11:30,23.8 kb/s
2024-10-19 15:12:00,24.6 kb/s
2024-10-19 15:12:30,51.0 Mb/s
2024-10-19 15:13:00,54.5 Mb/s
2024-10-19 15:13:30,908 kb/s
2024-10-19 15:14:00,23.5 kb/s
2024-10-19 15:14:30,62.3 Mb/s
2024-10-19 15:15:00,62.3 Mb/s
2024-10-19 15:15:30,63.4 Mb/s
2024-10-19 15:16:00,61.6 Mb/s
2024-10-19 15:16:30,61.4 Mb/s
2024-10-19 15:17:00,23.5 kb/s
2024-10-19 15:17:30,23.9 kb/s
2024-10-19 15:18:00,23.8 kb/s
2024-10-19 15:18:30,431 kb/s
2024-10-19 15:19:00,70.8 Mb/s
2024-10-19 15:19:30,72.2 Mb/s
2024-10-19 15:20:00,266 kb/s
2024-10-19 15:20:30,263 kb/s
2024-10-19 15:21:00,50.3 kb/s
2024-10-19 15:21:30,584 kb/s
2024-10-19 15:22:00,473 kb/s
2024-10-19 15:22:30,1.03 Mb/s
2024-10-19 15:23:00,5.76 Mb/s
2024-10-19 15:23:30,25.4 kb/s
2024-10-19 15:24:00,14.1 kb/s
2024-10-19 15:24:30,43.6 Mb/s
2024-10-19 15:25:00,34.7 kb/s
2024-10-19 15:25:30,63.3 Mb/s
2024-10-19 15:26:00,163 Mb/s
2024-10-19 15:26:30,163 Mb/s
2024-10-19 15:27:00,7.25 Mb/s
2024-10-19 15:27:30,90.9 Mb/s
2024-10-19 15:28:00,55.5 Mb/s
2024-10-19 15:28:30,53.8 Mb/s
2024-10-19 15:29:00,23.8 kb/s
2024-10-19 15:29:30,213 kb/s
2024-10-19 15:30:00,198 kb/s
2024-10-19 15:30:30,75.9 Mb/s
2024-10-19 15:31:00,91.6 Mb/s
2024-10-19 15:31:30,86.7 Mb/s
2024-10-19 15:32:00,24.7 kb/s
2024-10-19 15:32:30,21.1 kb/s
2024-10-19 15:33:00,24.7 kb/s
2024-10-19 15:33:30,239 kb/s
2024-10-19 15:34:00,44.8 Mb/s
2024-10-19 15:34:30,46.9 Mb/s
2024-10-19 15:35:00,45.8 Mb/s
2024-10-19 15:35:30,54.0 Mb/s
2024-10-19 15:36:00,54.9 Mb/s
2024-10-19 15:36:30,23.9 kb/s
2024-10-19 15:37:00,23.9 kb/s
2024-10-19 15:37:30,23.0 kb/s
2024-10-19 15:38:00,21.1 Mb/s
2024-10-19 15:38:30,21.1 Mb/s
2024-10-19 15:39:00,339 kb/s
2024-10-19 15:39:30,140 kb/s
2024-10-19 15:40:00,24.0 kb/s
2024-10-19 15:40:30,25.7 kb/s
2024-10-19 15:41:00,23.9 kb/s
2024-10-19 15:41:30,23.1 kb/s
2024-10-19 15:42:00,24.8 kb/s
2024-10-19 15:42:30,23.6 kb/s
2024-10-19 15:43:00,118 Mb/s
2024-10-19 15:43:30,200 Mb/s
2024-10-19 15:44:00,26.6 Mb/s
2024-10-19 15:44:30,47.7 Mb/s
2024-10-19 15:45:00,51.7 Mb/s
2024-10-19 15:45:30,77.8 Mb/s
2024-10-19 15:46:00,79.8 Mb/s
2024-10-19 15:46:30,54.5 Mb/s
2024-10-19 15:47:00,57.6 Mb/s
2024-10-19 15:47:30,194 kb/s
2024-10-19 15:48:00,348 kb/s
2024-10-19 15:48:30,20.1 kb/s
2024-10-19 15:49:00,21.3 kb/s
2024-10-19 15:49:30,88.3 Mb/s
2024-10-19 15:50:00,11.9 Mb/s
2024-10-19 15:50:30,23.9 kb/s
2024-10-19 15:51:00,412 kb/s
2024-10-19 15:51:30,409 kb/s
2024-10-19 15:52:00,85.0 Mb/s
2024-10-19 15:52:30,88.7 Mb/s
2024-10-19 15:53:00,128 Mb/s
2024-10-19 15:53:30,74.3 Mb/s
2024-10-19 15:54:00,27.2 kb/s
2024-10-19 15:54:30,2.14 Mb/s
2024-10-19 15:55:00,72.3 Mb/s
2024-10-19 15:55:30,52.2 Mb/s
2024-10-19 15:56:00,60.1 Mb/s
2024-10-19 15:56:30,50.7 Mb/s
2024-10-19 15:57:00,48.2 Mb/s
2024-10-19 15:57:30,53.1 Mb/s
2024-10-19 15:58:00,9.27 kb/s
2024-10-19 15:58:30,24.7 kb/s
2024-10-19 15:59:00,12.1 Mb/s
2024-10-19 15:59:30,12.5 Mb/s
2024-10-19 16:00:00,106 Mb/s
2024-10-19 16:00:30,137 Mb/s
2024-10-19 16:01:00,45.1 Mb/s
2024-10-19 16:01:30,45.0 Mb/s
2024-10-19 16:02:00,1.12 Mb/s
2024-10-19 16:02:30,33.6 Mb/s
2024-10-19 16:03:00,272 kb/s
2024-10-19 16:03:30,332 kb/s
2024-10-19 16:04:00,604 kb/s
2024-10-19 16:04:30,19.9 kb/s
2024-10-19 16:05:00,871 kb/s
2024-10-19 16:05:30,593 kb/s
2024-10-19 16:06:00,437 kb/s
2024-10-19 16:06:30,39.3 Mb/s
2024-10-19 16:07:00,952 kb/s
2024-10-19 16:07:30,79.6 Mb/s
2024-10-19 16:08:00,86.3 Mb/s
2024-10-19 16:08:30,14.8 kb/s
2024-10-19 16:09:00,822 kb/s
2024-10-19 16:09:30,654 kb/s
2024-10-19 16:10:00,346 kb/s
2024-10-19 16:10:30,403 kb/s
2024-10-19 16:11:00,595 kb/s
2024-10-19 16:11:30,380 kb/s
2024-10-19 16:12:00,95.6 Mb/s
2024-10-19 16:12:30,78.7 Mb/s
2024-10-19 16:13:00,7.64 kb/s
2024-10-19 16:13:30,31.5 Mb/s
2024-10-19 16:14:00,30.3 Mb/s
2024-10-19 16:14:30,501 kb/s
2024-10-19 16:15:00,10.1 kb/s
2024-10-19 16:15:30,10.8 kb/s
2024-10-19 16:16:00,12.6 Mb/s
2024-10-19 16:16:30,21.0 Mb/s
2024-10-19 16:17:00,19.2 Mb/s
2024-10-19 16:17:30,21.0 Mb/s
2024-10-19 16:18:00,8.32 kb/s
2024-10-19 16:18:30,9.14 kb/s
2024-10-19 16:19:00,89.8 Mb/s
2024-10-19 16:19:30,75.7 Mb/s
2024-10-19 16:20:00,52.2 Mb/s
2024-10-19 16:20:30,11.0 Mb/s
2024-10-19 16:21:00,750 kb/s
2024-10-19 16:21:30,26.9 Mb/s
2024-10-19 16:22:00,112 Mb/s
2024-10-19 16:22:30,27.4 Mb/s
2024-10-19 16:23:00,45.0 Mb/s
2024-10-19 16:23:30,148 Mb/s
2024-10-19 16:24:00,143 Mb/s
2024-10-19 16:24:30,58.5 Mb/s
2024-10-19 16:25:00,65.1 Mb/s
2024-10-19 16:25:30,10.8 kb/s
2024-10-19 16:26:00,387 kb/s
2024-10-19 16:26:30,314 kb/s
2024-10-19 16:27:00,84.1 Mb/s
2024-10-19 16:27:30,95.3 Mb/s
2024-10-19 16:28:00,2.05 Mb/s
2024-10-19 16:28:30,2.15 Mb/s
2024-10-19 16:29:00,2.19 Mb/s
2024-10-19 16:29:30,32.9 Mb/s
2024-10-19 16:30:00,32.7 Mb/s
2024-10-19 16:30:30,10.8 kb/s
2024-10-19 16:31:00,18.3 Mb/s
2024-10-19 16:31:30,9.96 kb/s
2024-10-19 16:32:00,9.95 kb/s
2024-10-19 16:32:30,88.6 Mb/s
2024-10-19 16:33:00,20.6 Mb/s
2024-10-19 16:33:30,33.2 Mb/s
2024-10-19 16:34:00,21.4 Mb/s
2024-10-19 16:34:30,30.8 Mb/s
2024-10-19 16:35:00,30.4 Mb/s
2024-10-19 16:35:30,30.4 Mb/s
2024-10-19 16:36:00,88.3 Mb/s
2024-10-19 16:36:30,53.8 Mb/s
2024-10-19 16:37:00,94.6 Mb/s
2024-10-19 16:37:30,75.3 Mb/s
2024-10-19 16:38:00,101 Mb/s
2024-10-19 16:38:30,75.2 Mb/s
2024-10-19 16:39:00,93.5 Mb/s
2024-10-19 16:39:30,127 Mb/s
2024-10-19 16:40:00,121 Mb/s
2024-10-19 16:40:30,65.4 Mb/s
2024-10-19 16:41:00,5.52 Mb/s
2024-10-19 16:41:30,6.12 Mb/s
2024-10-19 16:42:00,39.5 Mb/s
2024-10-19 16:42:30,48.9 Mb/s
2024-10-19 16:43:00,68.2 Mb/s
2024-10-19 16:43:30,609 kb/s
2024-10-19 16:44:00,666 kb/s
2024-10-19 16:44:30,52.3 Mb/s
2024-10-19 16:45:00,34.1 Mb/s
2024-10-19 16:45:30,37.5 Mb/s
2024-10-19 16:46:00,54.4 Mb/s
2024-10-19 16:46:30,11.6 kb/s
2024-10-19 16:47:00,10.8 kb/s
2024-10-19 16:47:30,139 Mb/s
2024-10-19 16:48:00,156 Mb/s
2024-10-19 16:48:30,102 Mb/s
2024-10-19 16:49:00,49.7 Mb/s
2024-10-19 16:49:30,86.1 Mb/s
2024-10-19 16:50:00,123 Mb/s
2024-10-19 16:50:30,47.2 Mb/s
2024-10-19 16:51:00,11.1 kb/s
2024-10-19 16:51:30,418 kb/s
2024-10-19 16:52:00,739 kb/s
2024-10-19 16:52:30,65.4 Mb/s
2024-10-19 16:53:00,90.2 Mb/s
2024-10-19 16:53:30,83.3 Mb/s
2024-10-19 16:54:00,37.5 Mb/s
2024-10-19 16:54:30,48.1 Mb/s
2024-10-19 16:55:00,836 kb/s
2024-10-19 16:55:30,46.8 Mb/s
2024-10-19 16:56:00,63.7 Mb/s
2024-10-19 16:56:30,51.5 Mb/s
2024-10-19 16:57:00,396 kb/s
2024-10-19 16:57:30,48.3 Mb/s
2024-10-19 16:58:00,43.3 Mb/s
2024-10-19 16:58:30,84.9 Mb/s
2024-10-19 16:59:00,55.7 Mb/s
2024-10-19 16:59:30,399 kb/s
2024-10-19 17:00:00,291 kb/s
2024-10-19 17:00:30,29.7 Mb/s
2024-10-19 17:01:00,42.3 Mb/s
2024-10-19 17:01:30,13.0 Mb/s
2024-10-19 17:02:00,8.46 kb/s
2024-10-19 17:02:30,13.9 kb/s
2024-10-19 17:03:00,54.8 Mb/s
2024-10-19 17:03:30,82.1 Mb/s
2024-10-19 17:04:00,133 Mb/s
2024-10-19 17:04:30,63.8 Mb/s
2024-10-19 17:05:00,12.6 Mb/s
2024-10-19 17:05:30,13.7 Mb/s
2024-10-19 17:06:00,13.7 Mb/s
2024-10-19 17:06:30,12.6 Mb/s
2024-10-19 17:07:00,10.1 kb/s
2024-10-19 17:07:30,8.46 kb/s
2024-10-19 17:08:00,4.33 Mb/s
2024-10-19 17:08:30,400 kb/s
2024-10-19 17:09:00,16.0 Mb/s
2024-10-19 17:09:30,640 kb/s
2024-10-19 17:10:00,50.5 Mb/s
2024-10-19 17:10:30,78.3 Mb/s
2024-10-19 17:11:00,74.3 Mb/s
2024-10-19 17:11:30,70.3 Mb/s
2024-10-19 17:12:00,147 kb/s
2024-10-19 17:12:30,146 kb/s
2024-10-19 17:13:00,8.46 kb/s
2024-10-19 17:13:30,48.7 Mb/s
2024-10-19 17:14:00,208 kb/s
2024-10-19 17:14:30,163 kb/s
2024-10-19 17:15:00,86.9 Mb/s
2024-10-19 17:15:30,66.4 Mb/s
2024-10-19 17:16:00,48.6 Mb/s
2024-10-19 17:16:30,36.0 Mb/s
2024-10-19 17:17:00,237 kb/s
2024-10-19 17:17:30,449 kb/s
2024-10-19 17:18:00,56.3 Mb/s
2024-10-19 17:18:30,55.9 Mb/s
2024-10-19 17:19:00,59.1 Mb/s
2024-10-19 17:19:30,107 Mb/s
2024-10-19 17:20:00,46.5 Mb/s
2024-10-19 17:20:30,50.5 Mb/s
2024-10-19 17:21:00,54.9 Mb/s
2024-10-19 17:21:30,100 Mb/s
